transaction_id,amount,failure_reason,payment_method,bank,retry_count,risk_score,recovery_probability,expected_recovery_value,recoverable,automatically_actionable,action,decision_reason,actual_recovered,successful_recovery,recovered_amount
test_211,1069.8,bank_timeout,upi,SBI,0,0.198,0.6916,739.85,True,True,retry,Action satisfies recovery policy,True,True,1069.8
test_212,398.66,insufficient_funds,card,ICICI,2,0.168,0.2608,103.99,True,False,stop,Maximum retry count reached,False,False,0.0
test_213,2162.75,temporary_bank_failure,netbanking,SBI,0,0.257,0.6636,1435.31,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_214,1622.64,gateway_timeout,upi,SBI,2,0.312,0.3202,519.6,True,False,stop,Maximum retry count reached,False,False,0.0
test_215,1071.31,temporary_bank_failure,upi,AXIS,2,0.275,0.3848,412.29,True,False,stop,Maximum retry count reached,False,False,0.0
test_216,1913.84,network_error,card,AXIS,2,0.175,0.2826,540.84,True,False,stop,Maximum retry count reached,False,False,0.0
test_217,1816.04,network_error,card,ICICI,1,0.148,0.505,917.17,True,True,retry,Action satisfies recovery policy,True,True,1816.04
test_218,613.24,invalid_card,netbanking,KOTAK,1,0.232,0.2683,164.55,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_219,391.62,card_blocked,card,KOTAK,0,0.178,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_220,1099.84,insufficient_funds,card,AXIS,2,0.187,0.1504,165.47,True,False,stop,Maximum retry count reached,False,False,0.0
test_221,913.17,bank_timeout,upi,AXIS,2,0.113,0.4134,377.52,True,False,stop,Maximum retry count reached,False,False,0.0
test_222,756.26,expired_card,wallet,HDFC,1,0.11,0.407,307.8,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_223,1647.27,card_blocked,card,ICICI,2,0.209,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_224,4008.52,card_blocked,netbanking,ICICI,1,0.193,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_225,1273.46,network_error,netbanking,ICICI,1,0.236,0.5871,747.6,True,True,retry,Action satisfies recovery policy,True,True,1273.46
test_226,3735.55,card_blocked,upi,KOTAK,1,0.176,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_227,2368.88,insufficient_funds,upi,AXIS,2,0.217,0.2115,500.99,True,False,stop,Maximum retry count reached,False,False,0.0
test_228,5076.96,network_error,card,KOTAK,1,0.233,0.4844,2459.5,True,False,request_approval,High-value transaction requires merchant approval,True,False,0.0
test_229,1302.95,expired_card,card,KOTAK,0,0.135,0.4736,617.08,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_230,1997.13,insufficient_funds,card,AXIS,1,0.224,0.2117,422.8,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_231,1935.59,insufficient_funds,netbanking,ICICI,1,0.176,0.2133,412.82,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_232,2152.8,network_error,upi,KOTAK,2,0.177,0.4369,940.58,True,False,stop,Maximum retry count reached,True,False,0.0
test_233,3497.18,expired_card,netbanking,KOTAK,2,0.055,0.284,993.14,True,False,stop,Maximum retry count reached,False,False,0.0
test_234,1606.31,temporary_bank_failure,upi,HDFC,0,0.206,0.5233,840.6,True,True,retry,Action satisfies recovery policy,True,True,1606.31
test_235,3122.99,insufficient_funds,upi,AXIS,1,0.468,0.2559,799.12,True,False,escalate,Action satisfies recovery policy,True,False,0.0
test_236,6825.54,account_closed,card,SBI,2,0.112,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_237,1834.85,invalid_card,card,KOTAK,0,0.178,0.5174,949.31,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_238,1273.08,bank_timeout,netbanking,AXIS,0,0.066,0.5617,715.09,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_239,1505.86,bank_timeout,card,SBI,0,0.226,0.7166,1079.07,True,True,retry,Action satisfies recovery policy,True,True,1505.86
test_240,2196.63,insufficient_funds,card,KOTAK,2,0.054,0.2538,557.43,True,False,stop,Maximum retry count reached,False,False,0.0
test_241,2103.46,bank_timeout,upi,KOTAK,0,0.292,0.5771,1213.86,True,True,retry,Action satisfies recovery policy,True,True,2103.46
test_242,4066.54,insufficient_funds,upi,HDFC,2,0.094,0.114,463.43,True,False,stop,Maximum retry count reached,False,False,0.0
test_243,2452.68,account_closed,card,KOTAK,1,0.115,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_244,1342.25,network_error,upi,SBI,2,0.176,0.4381,588.07,True,False,stop,Maximum retry count reached,False,False,0.0
test_245,2464.82,invalid_card,upi,AXIS,2,0.21,0.2074,511.1,True,False,stop,Maximum retry count reached,False,False,0.0
test_246,523.13,network_error,upi,KOTAK,1,0.111,0.607,317.56,True,True,retry,Action satisfies recovery policy,True,True,523.13
test_247,3377.84,card_blocked,upi,HDFC,2,0.811,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_248,212.28,bank_timeout,netbanking,AXIS,2,0.096,0.2752,58.41,True,False,stop,Maximum retry count reached,False,False,0.0
test_249,542.32,account_closed,card,AXIS,2,0.171,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_250,3842.33,network_error,upi,HDFC,1,0.269,0.5433,2087.7,True,True,retry,Action satisfies recovery policy,True,True,3842.33
test_251,5024.52,gateway_timeout,upi,KOTAK,2,0.145,0.485,2437.13,True,False,stop,Maximum retry count reached,True,False,0.0
test_252,836.35,network_error,card,KOTAK,0,0.316,0.7096,593.45,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_253,5550.8,expired_card,card,KOTAK,2,0.316,0.1543,856.35,True,False,stop,Maximum retry count reached,False,False,0.0
test_254,1349.36,account_closed,upi,KOTAK,2,0.317,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_255,137.84,gateway_timeout,upi,ICICI,1,0.239,0.4888,67.37,True,True,retry,Action satisfies recovery policy,True,True,137.84
test_256,1171.85,invalid_card,card,SBI,1,0.185,0.3902,457.22,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_257,1186.14,account_closed,card,KOTAK,1,0.236,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_258,659.56,insufficient_funds,card,KOTAK,1,0.095,0.3934,259.45,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_259,5121.09,bank_timeout,netbanking,KOTAK,1,0.355,0.3139,1607.43,True,False,request_approval,High-value transaction requires merchant approval,False,False,0.0
test_260,3273.16,gateway_timeout,upi,KOTAK,2,0.268,0.3553,1162.92,True,False,stop,Maximum retry count reached,True,False,0.0
test_261,355.86,invalid_card,card,HDFC,0,0.12,0.5318,189.23,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_262,1107.65,invalid_card,card,KOTAK,0,0.203,0.5226,578.84,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_263,616.33,network_error,card,ICICI,0,0.234,0.6219,383.28,True,True,retry,Action satisfies recovery policy,True,True,616.33
test_264,4327.72,bank_timeout,upi,HDFC,1,0.2,0.5202,2251.13,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_265,458.65,temporary_bank_failure,wallet,HDFC,1,0.168,0.5826,267.2,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_266,1952.25,expired_card,card,SBI,0,0.348,0.3916,764.54,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_267,760.46,bank_timeout,card,AXIS,1,0.22,0.3962,301.31,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_268,3921.89,network_error,upi,HDFC,1,0.29,0.5299,2078.07,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_269,665.32,expired_card,netbanking,ICICI,2,0.234,0.2669,177.55,True,False,stop,Maximum retry count reached,False,False,0.0
test_270,3350.73,invalid_card,card,SBI,0,0.133,0.5287,1771.68,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_271,617.91,card_blocked,card,HDFC,2,0.443,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_272,621.82,account_closed,card,AXIS,1,0.027,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_273,1202.5,expired_card,card,KOTAK,1,0.28,0.3861,464.26,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_274,1941.01,network_error,card,KOTAK,0,0.066,0.5896,1144.46,True,True,retry,Action satisfies recovery policy,True,True,1941.01
test_275,5661.41,account_closed,upi,SBI,2,0.368,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_276,872.86,expired_card,upi,HDFC,1,0.245,0.3131,273.25,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_277,3076.73,insufficient_funds,card,SBI,1,0.194,0.3083,948.42,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_278,1877.01,network_error,upi,AXIS,1,0.143,0.5713,1072.3,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_279,2413.04,insufficient_funds,wallet,KOTAK,2,0.15,0.2478,597.97,True,False,stop,Maximum retry count reached,False,False,0.0
test_280,688.89,temporary_bank_failure,upi,HDFC,0,0.386,0.6562,452.06,True,True,retry,Action satisfies recovery policy,True,True,688.89
test_281,1303.92,temporary_bank_failure,card,AXIS,1,0.289,0.4091,533.45,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_282,508.46,insufficient_funds,upi,SBI,0,0.095,0.5327,270.85,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_283,388.0,temporary_bank_failure,upi,SBI,2,0.175,0.4459,173.02,True,False,stop,Maximum retry count reached,True,False,0.0
test_284,1166.23,account_closed,card,HDFC,2,0.262,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_285,2088.16,gateway_timeout,card,SBI,1,0.146,0.6816,1423.23,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_286,2835.85,insufficient_funds,card,HDFC,0,0.182,0.4216,1195.65,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_287,861.47,temporary_bank_failure,card,AXIS,0,0.3,0.6913,595.52,True,True,retry,Action satisfies recovery policy,True,True,861.47
test_288,1878.57,network_error,card,SBI,0,0.252,0.7346,1380.07,True,True,retry,Action satisfies recovery policy,True,True,1878.57
test_289,2588.77,card_blocked,card,AXIS,1,0.124,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_290,805.47,invalid_card,card,AXIS,1,0.144,0.3132,252.28,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_291,2905.23,account_closed,card,HDFC,2,0.633,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_292,612.67,account_closed,card,HDFC,1,0.161,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_293,1236.17,insufficient_funds,upi,ICICI,0,0.06,0.3546,438.32,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_294,1001.51,network_error,netbanking,SBI,2,0.191,0.4532,453.85,True,False,stop,Maximum retry count reached,True,False,0.0
test_295,1051.35,expired_card,netbanking,KOTAK,2,0.19,0.2724,286.36,True,False,stop,Maximum retry count reached,False,False,0.0
test_296,1001.06,gateway_timeout,upi,ICICI,2,0.16,0.4764,476.94,True,False,stop,Maximum retry count reached,True,False,0.0
test_297,1330.5,invalid_card,card,ICICI,1,0.047,0.415,552.16,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_298,12796.04,gateway_timeout,card,ICICI,2,0.116,0.5132,6566.47,True,False,stop,Maximum retry count reached,True,False,0.0
test_299,587.77,gateway_timeout,card,SBI,2,0.16,0.5262,309.26,True,False,stop,Maximum retry count reached,True,False,0.0
test_300,4463.1,insufficient_funds,upi,AXIS,1,0.295,0.1557,694.83,True,False,escalate,Action satisfies recovery policy,True,False,0.0
test_301,4828.42,insufficient_funds,card,SBI,2,0.17,0.1651,797.41,True,False,stop,Maximum retry count reached,False,False,0.0
test_302,1758.81,network_error,upi,SBI,1,0.384,0.4449,782.44,True,True,retry,Action satisfies recovery policy,True,True,1758.81
test_303,903.01,gateway_timeout,card,AXIS,0,0.073,0.7949,717.8,True,True,retry,Action satisfies recovery policy,True,True,903.01
test_304,1340.82,bank_timeout,upi,SBI,2,0.301,0.3791,508.36,True,False,stop,Maximum retry count reached,False,False,0.0
test_305,12432.84,expired_card,card,ICICI,1,0.211,0.2108,2620.29,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_306,217.82,invalid_card,card,AXIS,1,0.032,0.4035,87.89,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_307,1969.53,gateway_timeout,upi,AXIS,2,0.229,0.4655,916.84,True,False,stop,Maximum retry count reached,False,False,0.0
test_308,1095.44,insufficient_funds,upi,KOTAK,0,0.275,0.3922,429.64,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_309,619.86,network_error,wallet,HDFC,1,0.148,0.5131,318.02,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_310,1241.57,invalid_card,wallet,HDFC,2,0.051,0.1546,191.96,True,False,stop,Maximum retry count reached,False,False,0.0
test_311,3515.17,invalid_card,card,AXIS,1,0.282,0.3235,1137.17,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_312,1214.37,insufficient_funds,wallet,ICICI,1,0.162,0.2949,358.09,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_313,4588.16,network_error,card,SBI,1,0.241,0.4556,2090.21,True,True,retry,Action satisfies recovery policy,True,True,4588.16
test_314,918.72,temporary_bank_failure,upi,ICICI,1,0.215,0.5643,518.47,True,True,retry,Action satisfies recovery policy,True,True,918.72
test_315,723.8,network_error,upi,KOTAK,1,0.137,0.5622,406.9,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_316,2627.08,bank_timeout,card,ICICI,2,0.033,0.4924,1293.6,True,False,stop,Maximum retry count reached,True,False,0.0
test_317,745.82,gateway_timeout,netbanking,HDFC,1,0.048,0.5249,391.45,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_318,1249.2,temporary_bank_failure,card,HDFC,0,0.309,0.556,694.52,True,True,retry,Action satisfies recovery policy,True,True,1249.2
test_319,1662.43,temporary_bank_failure,card,ICICI,2,0.309,0.4242,705.14,True,False,stop,Maximum retry count reached,False,False,0.0
test_320,636.05,bank_timeout,card,SBI,0,0.045,0.6757,429.75,True,True,retry,Action satisfies recovery policy,True,True,636.05
test_321,7322.22,bank_timeout,wallet,AXIS,1,0.293,0.4972,3640.48,True,False,request_approval,High-value transaction requires merchant approval,True,False,0.0
test_322,752.83,insufficient_funds,card,AXIS,2,0.574,0.1402,105.56,True,False,stop,Maximum retry count reached,False,False,0.0
test_323,657.72,network_error,card,HDFC,0,0.201,0.718,472.25,True,True,retry,Action satisfies recovery policy,False,False,0.0
test_324,917.86,card_blocked,upi,ICICI,2,0.325,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_325,451.68,expired_card,netbanking,ICICI,1,0.575,0.304,137.3,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_326,2786.78,account_closed,netbanking,AXIS,2,0.145,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_327,1057.02,insufficient_funds,upi,SBI,1,0.145,0.3599,380.38,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_328,2454.94,insufficient_funds,netbanking,KOTAK,1,0.133,0.2473,607.07,True,False,escalate,Action satisfies recovery policy,False,False,0.0
test_329,2171.64,account_closed,upi,ICICI,1,0.14,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_330,4102.36,account_closed,upi,SBI,1,0.257,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_331,1589.94,bank_timeout,card,KOTAK,0,0.185,0.6319,1004.66,True,True,retry,Action satisfies recovery policy,True,True,1589.94
test_332,530.86,network_error,upi,SBI,1,0.266,0.5626,298.68,True,True,retry,Action satisfies recovery policy,True,True,530.86
test_333,1920.49,card_blocked,card,SBI,0,0.433,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_334,372.27,temporary_bank_failure,upi,AXIS,1,0.314,0.5333,198.52,True,True,retry,Action satisfies recovery policy,True,True,372.27
test_335,1926.1,insufficient_funds,card,HDFC,0,0.091,0.3921,755.31,True,False,notify_customer,Action satisfies recovery policy,False,False,0.0
test_336,364.24,insufficient_funds,card,AXIS,0,0.219,0.3802,138.49,True,False,notify_customer,Action satisfies recovery policy,True,False,0.0
test_337,2714.71,network_error,netbanking,ICICI,1,0.407,0.3936,1068.47,True,True,retry,Action satisfies recovery policy,True,True,2714.71
test_338,2818.45,gateway_timeout,card,KOTAK,2,0.231,0.471,1327.4,True,False,stop,Maximum retry count reached,False,False,0.0
test_339,2103.32,temporary_bank_failure,card,SBI,2,0.394,0.3928,826.2,True,False,stop,Maximum retry count reached,True,False,0.0
test_340,2779.53,account_closed,card,ICICI,2,0.116,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_341,678.15,account_closed,card,KOTAK,1,0.468,0.0,0.0,False,False,stop,Failure classified as permanent,False,False,0.0
test_342,7433.79,temporary_bank_failure,upi,KOTAK,2,0.112,0.412,3062.43,True,False,stop,Maximum retry count reached,False,False,0.0
